"id","name","status","category","cost","useful_life","salvage_value","funding_details","depreciation_strategy"
565,"Joshua","in repair","hardware",42057.35549622841,3.3927187579784244,9881.914255313413,"purchased","straight line"
566,"Justin","other","hardware",76259.93075710534,6.382470344611961,5561.782189272607,"purchased","straight line"
567,"Albert","disposed","hardware",93183.04033309611,4.18521003555607,4266.47315324872,"purchased","straight line"
568,"Louis","other","hardware",5442.682371107976,8.931327763797913,3142.247854721315,"purchased","straight line"
569,"Lawrence","in transit","hardware",22978.812670667605,1.8935360012120916,8742.941532564644,"purchased","straight line"
570,"Jose","in storage","hardware",28692.04291692594,3.7179926503496823,6009.203867376696,"purchased","straight line"
571,"Timothy","in use","hardware",98981.9713569903,9.327564826173214,5277.439008534677,"purchased","straight line"
572,"Austin","other","hardware",59219.41145147587,8.152735817616065,7794.925099518456,"purchased","straight line"
573,"Zachary","in transit","hardware",63572.51666650479,4.236608447897546,8877.08996916637,"purchased","straight line"
574,"Christian","disposed","hardware",52201.37877716955,6.9548029874327595,1459.1151166436323,"purchased","straight line"
575,"Raymond","in repair","hardware",59076.75143193158,9.020219421998389,6798.599184846514,"purchased","straight line"
576,"Mark","in storage","hardware",52775.777243781704,8.863945197025366,1221.5308908961076,"purchased","straight line"
577,"Brandon","disposed","hardware",61883.59737360903,6.348843143866502,3267.854139638262,"purchased","straight line"
578,"Kenneth","in transit","hardware",70306.33518573068,8.952673895623716,241.64915576764812,"purchased","straight line"
579,"Brandon","in repair","hardware",61830.66126658481,4.839771978691129,6251.493497142926,"purchased","straight line"
580,"Bryan","disposed","hardware",5437.301290701446,7.710288363749923,1794.5773380145004,"purchased","straight line"
581,"George","other","hardware",11235.691372107338,5.081042816338768,5541.672287740481,"purchased","straight line"
582,"Gregory","in use","hardware",23059.07680126743,7.309825810499596,957.7265555643677,"purchased","straight line"
583,"Juan","in storage","hardware",21958.114435181207,7.590219773793409,1469.7241573431409,"purchased","straight line"
584,"Joseph","other","hardware",62121.415409129186,9.170642240768924,2776.1646087578583,"purchased","straight line"
585,"Scott","in storage","hardware",59176.85134702399,5.637841753217202,3596.809377104143,"purchased","straight line"
586,"Carl","in use","hardware",81792.29896446176,4.824024337147432,5072.202530938687,"purchased","straight line"
587,"Samuel","in repair","hardware",195.2432406818305,4.9081098772105545,264.6840851655363,"purchased","straight line"
588,"Noah","in use","hardware",90462.00308334209,4.158843380835419,4151.954531931195,"purchased","straight line"
589,"Zachary","disposed","hardware",53037.68527742875,9.292975221189062,6363.9505989512945,"purchased","straight line"
590,"Joshua","disposed","hardware",96246.67864060492,2.589802641849995,3648.362313214615,"purchased","straight line"
591,"Dylan","in storage","hardware",53126.7407307972,5.069611663228188,5739.2954672779115,"purchased","straight line"
592,"Richard","other","hardware",91025.1444518431,2.5892852272152957,7704.649481883275,"purchased","straight line"
593,"Donald","in storage","hardware",31823.764106140097,2.7920033331717375,8284.072507629895,"purchased","straight line"
594,"Eugene","in transit","hardware",24511.17173921239,2.414897195247727,7973.279285982076,"purchased","straight line"
595,"Terry","disposed","hardware",2175.5965196179172,8.108175803054852,283.86247499961326,"purchased","straight line"
596,"Patrick","other","hardware",88372.80694231857,8.30614252137736,6958.606861140005,"purchased","straight line"
597,"Brian","in repair","hardware",90277.62132023984,7.124002903792308,6670.874188521929,"purchased","straight line"
598,"Philip","in storage","hardware",83292.04961344461,1.9845441262636028,7430.7347333821635,"purchased","straight line"
599,"Austin","disposed","hardware",69010.04375269549,1.0183564567727217,6641.323312411901,"purchased","straight line"
600,"Joseph","other","hardware",60863.790384922686,9.145393273020726,5210.960404897052,"purchased","straight line"
601,"Michael","in storage","hardware",24509.967965522606,5.917217889079099,7625.227495180373,"purchased","straight line"
602,"Ethan","in storage","hardware",61354.28298735046,5.126638738603499,5831.928510589455,"purchased","straight line"
603,"Willie","disposed","hardware",8261.798599409985,3.0807507549355586,8258.185129926353,"purchased","straight line"
604,"Timothy","in repair","hardware",78211.72200584081,2.9545809404274888,1991.1845206065059,"purchased","straight line"
605,"Keith","other","hardware",29744.604066966094,2.491047727691178,4545.680642808744,"purchased","straight line"
606,"Kenneth","in repair","hardware",84100.67307746114,4.284857085826838,3462.0460183020973,"purchased","straight line"
607,"Gregory","in use","hardware",13273.910866167671,5.78303395697923,4769.784705098155,"purchased","straight line"
608,"Billy","in storage","hardware",14830.653520417736,4.257304054886894,7052.597178452951,"purchased","straight line"
609,"Charles","disposed","hardware",52593.69273299505,8.164151106567585,8228.301549221853,"purchased","straight line"
610,"David","other","hardware",646.664399257968,8.178070060366956,1899.6804435221893,"purchased","straight line"
611,"Raymond","other","hardware",63875.29960721194,1.1955704391725666,2479.639601506134,"purchased","straight line"
612,"Michael","disposed","hardware",78211.94070499094,4.431653363538198,9580.434862212249,"purchased","straight line"
613,"Douglas","disposed","hardware",10757.8754768065,7.094889198014602,7987.529939404265,"purchased","straight line"
614,"James","in use","hardware",85805.20021086096,4.668061357310995,3233.263411695465,"purchased","straight line"
615,"Ethan","other","hardware",12229.018238109802,9.188856038129416,5798.558349323747,"purchased","straight line"
616,"Larry","in storage","hardware",35014.12968713035,6.683822644561766,176.7929590192552,"purchased","straight line"
617,"Steven","other","hardware",76999.92222772357,3.839637525031384,9125.561017418682,"purchased","straight line"
618,"George","in storage","hardware",47388.98939431883,3.815194122905402,3608.091909487976,"purchased","straight line"
619,"Kyle","in storage","hardware",35991.49790467703,4.972216094839808,432.5102477471343,"purchased","straight line"
620,"Timothy","in use","hardware",9183.060593705739,4.971986776039637,492.02959737110643,"purchased","straight line"
621,"Christopher","in repair","hardware",22949.825053746787,8.835296366986418,4704.236468814878,"purchased","straight line"
622,"Gregory","other","hardware",32259.33001418394,7.577287602830887,4821.087472038111,"purchased","straight line"
623,"Bradley","in repair","hardware",2229.990929315051,5.95048086608303,138.79459955815076,"purchased","straight line"
624,"Adam","in repair","hardware",68695.18351081431,1.1564848506100476,6618.97221949558,"purchased","straight line"
625,"William","disposed","hardware",10113.19463010112,2.484985122448058,5822.645725741864,"purchased","straight line"
626,"Jerry","disposed","hardware",97751.92639555005,1.1561138452976578,9427.378785750425,"purchased","straight line"
627,"William","disposed","hardware",75472.6209945756,4.525204996888849,8462.09239387235,"purchased","straight line"
628,"Patrick","in repair","hardware",29503.144126410396,2.703255050964366,3098.6499025646085,"purchased","straight line"
629,"Christian","disposed","hardware",27734.152181162943,1.4312210742130707,730.2095098807837,"purchased","straight line"
630,"William","in repair","hardware",88415.71888798768,9.427361378712863,6216.9048639832135,"purchased","straight line"
631,"Daniel","disposed","hardware",17071.73914193023,8.67160903500545,2122.5820570056085,"purchased","straight line"
632,"Philip","other","hardware",7001.394785132564,9.715506813097642,5672.846888183452,"purchased","straight line"
633,"Richard","in use","hardware",15439.50143565721,6.454398028640703,8395.572031683681,"purchased","straight line"
634,"Bryan","in transit","hardware",24977.04301609325,7.81047582860622,6857.994340688247,"purchased","straight line"
635,"Noah","in use","hardware",23414.868774160437,3.3735099154917076,224.4651538089981,"purchased","straight line"
636,"Gabriel","in transit","hardware",83425.52521559404,6.5530310196348065,8975.039306632978,"purchased","straight line"
637,"Richard","in use","hardware",11941.127073077296,9.427840238624414,4603.010898846555,"purchased","straight line"
638,"Nicholas","in storage","hardware",81954.2815300332,2.15544217132134,5286.553420566465,"purchased","straight line"
639,"Nathan","other","hardware",37143.83996730838,2.9751848980775537,371.3542234085843,"purchased","straight line"
640,"Ronald","in storage","hardware",53106.020620190786,4.846328638880684,3671.902130765252,"purchased","straight line"
641,"Jeffrey","other","hardware",67726.81684812215,3.348145329200561,4803.715981321178,"purchased","straight line"
642,"Zachary","disposed","hardware",50034.42693507466,4.456348423022089,6943.95509737485,"purchased","straight line"
643,"Jesse","in storage","hardware",8881.718471248867,4.385951234492499,8180.813803750641,"purchased","straight line"
644,"Bradley","in use","hardware",75903.40060688656,8.624242076382334,81.50370169177302,"purchased","straight line"
645,"Carl","in use","hardware",60530.69501918159,5.7805111630709645,9707.361884365058,"purchased","straight line"
646,"Eric","other","hardware",48534.51969857995,4.8329339183990925,6761.0029870977405,"purchased","straight line"
647,"Roy","other","hardware",64581.26656733043,9.747934158304247,3570.690438289601,"purchased","straight line"
648,"Douglas","other","hardware",50230.17115001003,1.0127513610844527,2543.8868636123825,"purchased","straight line"
649,"Steven","in transit","hardware",30387.55258984971,5.483633416500815,7461.867525868986,"purchased","straight line"
650,"Bruce","other","hardware",67689.76544611566,3.463658962966388,6362.882355332007,"purchased","straight line"
651,"James","in transit","hardware",20895.236944141616,9.487885812098385,9144.339360496884,"purchased","straight line"
652,"Raymond","in transit","hardware",3458.836858216041,1.9729528165418317,3600.964670425775,"purchased","straight line"
653,"Frank","other","hardware",54790.49570639594,3.596410256629075,8565.70761838106,"purchased","straight line"
654,"Harold","in use","hardware",43468.366569834616,6.577650885022371,3157.1696806616455,"purchased","straight line"
655,"Larry","in use","hardware",36108.89868565349,5.088207454546737,8267.50274511502,"purchased","straight line"
656,"Alan","in storage","hardware",15135.226394884738,7.026120343877485,6318.742135929816,"purchased","straight line"
657,"Jesse","in use","hardware",79218.7515462732,2.938812769457221,4525.585853494403,"purchased","straight line"
658,"Keith","in use","hardware",13610.69694699515,8.008588506594052,8194.998534609938,"purchased","straight line"
659,"Nicholas","other","hardware",54874.35600693029,7.095944592928956,3165.5232014024605,"purchased","straight line"
660,"Christian","in use","hardware",17659.232841513585,4.177804683523885,1444.4493836301108,"purchased","straight line"
661,"Austin","in storage","hardware",1915.212824624646,7.838420959252184,1771.5184951041008,"purchased","straight line"
662,"Terry","in transit","hardware",88291.64968703044,1.2860754222400597,2251.8013646298527,"purchased","straight line"
663,"Jerry","other","hardware",15241.44793932466,7.0448240654524525,4470.44329338749,"purchased","straight line"
664,"Daniel","in use","hardware",48957.229629042165,5.383884605205616,9272.607315342755,"purchased","straight line"
665,"Noah","in storage","hardware",4299.941344547608,4.379465074999452,9845.85264004796,"purchased","straight line"
666,"Peter","in transit","hardware",21762.723801993256,4.15951733902386,4864.984616008744,"purchased","straight line"
667,"Russell","other","hardware",46205.24483471819,6.351290760087302,1515.9419917515227,"purchased","straight line"
668,"John","in use","hardware",24644.5902276928,3.552617956241409,8171.994270632828,"purchased","straight line"
669,"Daniel","in use","hardware",64141.96551721204,6.99061278629874,3380.170834330648,"purchased","straight line"
670,"Adam","in use","hardware",66373.857306696,5.865019409498793,7610.2051082798225,"purchased","straight line"
671,"Bradley","in use","hardware",83199.53601486242,2.1637967959589828,888.3965459153576,"purchased","straight line"
672,"Roger","other","hardware",15986.788202232505,2.6793670320493224,6707.812400754445,"purchased","straight line"
673,"Noah","in repair","hardware",15758.298626341239,9.28918339486712,4321.5103218865825,"purchased","straight line"
674,"Johnny","in storage","hardware",35801.87083125606,7.8743552816368485,8360.473693880196,"purchased","straight line"
675,"Roger","in transit","hardware",39614.68079196681,7.0781184601501845,1232.7902394448731,"purchased","straight line"
676,"Johnny","in transit","hardware",40703.02859917129,2.569247238513816,3368.525868410125,"purchased","straight line"
677,"Daniel","in use","hardware",43470.139863433586,8.368989744904308,8743.827714119827,"purchased","straight line"
678,"Ryan","disposed","hardware",85431.71830506627,7.33154339362092,9392.78272307219,"purchased","straight line"
679,"Larry","in repair","hardware",65396.21903295526,6.165390074735227,3137.6766157878433,"purchased","straight line"
680,"Raymond","other","hardware",21094.930409389424,5.1514996657735574,94.17469430656023,"purchased","straight line"
681,"Keith","in storage","hardware",18078.524740295445,3.3548653606625995,7468.871479244589,"purchased","straight line"
682,"Daniel","in use","hardware",68606.25098488465,8.771108503688678,2069.075840769405,"purchased","straight line"
683,"Daniel","in use","hardware",29251.444446921214,7.410521377385083,1544.3137827783016,"purchased","straight line"
684,"Johnny","other","hardware",35420.64675840899,2.0268632645405393,8275.735173674953,"purchased","straight line"
685,"Louis","in use","hardware",41384.461252577676,4.531222066350974,2731.566185967826,"purchased","straight line"
686,"Jeremy","in storage","hardware",32313.63893024195,5.99108458922341,9445.708845190737,"purchased","straight line"
687,"Gregory","other","hardware",9213.66333876421,7.5537987827896185,5023.721865716748,"purchased","straight line"
688,"Joe","other","hardware",42797.239287963675,1.3433366224734826,4386.392871352996,"purchased","straight line"
689,"Stephen","other","hardware",42380.46882404279,8.25494352460792,5965.1387929017,"purchased","straight line"
690,"Robert","in transit","hardware",73490.19377349761,9.171515172016472,5984.543808589835,"purchased","straight line"
691,"Stephen","disposed","hardware",56831.60645967758,4.441261227713321,3214.788500641388,"purchased","straight line"
692,"Michael","other","hardware",34640.77209474653,6.487000200330518,7995.487336094909,"purchased","straight line"
693,"Steven","other","hardware",76084.98707073304,7.2700589926178125,6985.297392074657,"purchased","straight line"
694,"Patrick","in use","hardware",72925.25099718357,4.201509118501923,6316.781245681474,"purchased","straight line"
695,"Ralph","disposed","hardware",34183.281709356284,2.5504860304526407,2184.625136464148,"purchased","straight line"
696,"Anthony","in use","hardware",86416.45495287818,3.4177996725796165,2085.514696805338,"purchased","straight line"
697,"Dylan","other","hardware",50129.68589529418,6.75213030842424,5628.070321917488,"purchased","straight line"
698,"Stephen","in use","hardware",83590.76355405421,4.178854529368918,1937.138451474666,"purchased","straight line"
699,"Roger","in transit","hardware",97724.70190681265,2.7407510466443004,2277.0896368836193,"purchased","straight line"
700,"Benjamin","in repair","hardware",47423.56322506857,8.838340417210874,8494.629132770899,"purchased","straight line"
701,"Robert","in storage","hardware",61199.344876200375,8.0803863421255,7422.152008659755,"purchased","straight line"
702,"Thomas","in repair","hardware",73188.84793065736,1.4410496069083965,9786.577952385642,"purchased","straight line"
703,"Logan","in repair","hardware",12137.389063799797,6.023097630613356,2915.95254585167,"purchased","straight line"
704,"Richard","in use","hardware",61653.41204289196,1.5719725672464664,9394.91136143063,"purchased","straight line"
705,"Christopher","disposed","hardware",70368.63361337894,6.296721797935306,1627.262370821274,"purchased","straight line"
706,"Kyle","in repair","hardware",29962.22724918314,2.553544438343699,3418.787676247329,"purchased","straight line"
707,"Randy","disposed","hardware",24370.16813805566,6.1575817391534295,7.202448594567645,"purchased","straight line"
708,"Raymond","in storage","hardware",28756.948611743304,8.833084858162138,5174.350581097366,"purchased","straight line"
709,"Gary","in storage","hardware",73530.84612385595,3.358016157019848,9743.917049840868,"purchased","straight line"
710,"Charles","in storage","hardware",10806.402319363295,9.031663003641071,4602.051301110316,"purchased","straight line"
711,"Louis","in storage","hardware",74773.70911030757,5.194737760340887,1543.4184670547456,"purchased","straight line"
712,"Andrew","in transit","hardware",5154.719656567275,8.029051190580493,1523.4439517081976,"purchased","straight line"
713,"Jeremy","in repair","hardware",24001.89492375776,4.582808644662409,6279.08539121441,"purchased","straight line"
714,"Douglas","in repair","hardware",59962.108815120264,7.90546828602976,8538.720290123996,"purchased","straight line"
715,"Nathan","in repair","hardware",67685.50275883276,7.158694851544194,5860.718900586491,"purchased","straight line"
716,"Ethan","in use","hardware",91903.48132404847,8.971970067963682,6832.244390580153,"purchased","straight line"
717,"Gregory","in repair","hardware",52971.08398020787,6.3708933140832205,3306.710791451026,"purchased","straight line"
718,"Jason","in transit","hardware",9407.029938140677,5.110707803230679,6983.270470025498,"purchased","straight line"
719,"Jacob","other","hardware",46112.42960700182,3.0528657061357984,5792.062119787746,"purchased","straight line"
720,"Benjamin","in use","hardware",88075.75438109715,3.032069436896756,9882.49038531969,"purchased","straight line"
721,"Joseph","in transit","hardware",12328.42735883678,5.738153168309415,8907.480124903897,"purchased","straight line"
722,"Paul","in transit","hardware",59331.74584909081,6.608897585931938,8239.410397297332,"purchased","straight line"
723,"Brandon","in use","hardware",21349.40668165599,2.108616118703959,5483.543608981948,"purchased","straight line"
724,"Raymond","in repair","hardware",18174.14051753279,2.0470812529564855,2823.0490378748964,"purchased","straight line"
725,"Mark","other","hardware",14230.75414936522,7.42064725049774,5091.693174015859,"purchased","straight line"
726,"Ethan","in use","hardware",32399.251883645065,5.932601893621155,8527.476631965015,"purchased","straight line"
727,"Willie","in storage","hardware",26734.066984331195,9.766842285237306,3474.0166476574286,"purchased","straight line"
728,"William","other","hardware",56276.32135766455,5.62121079581464,9372.23381163999,"purchased","straight line"
729,"Arthur","other","hardware",71546.57894448873,6.668565256657996,4446.078202072521,"purchased","straight line"
730,"Timothy","in transit","hardware",39517.541532759125,5.610165488617357,7882.152133652755,"purchased","straight line"
731,"Raymond","in storage","hardware",79977.68827628736,1.494908256511985,7732.28239844806,"purchased","straight line"
732,"Logan","in use","hardware",1837.2837650509232,1.1750878420777822,7294.993299261448,"purchased","straight line"
733,"Nathan","in transit","hardware",31444.00578109404,5.636479822255571,4717.824853218454,"purchased","straight line"
734,"Jack","in storage","hardware",182.4006403384426,6.231902187994752,9805.664699747378,"purchased","straight line"
735,"Johnny","disposed","hardware",66973.42462849451,5.607997528917604,5060.898612720466,"purchased","straight line"
736,"Louis","in transit","hardware",72699.54764318737,5.938589255033837,2810.1683301333737,"purchased","straight line"
737,"Kenneth","other","hardware",55735.09256477773,6.00413991362221,795.1084583793155,"purchased","straight line"
738,"Paul","in use","hardware",58196.338217746634,7.263415598884162,2660.3729496918595,"purchased","straight line"
739,"Aaron","in repair","hardware",66757.31655182036,5.001124125682524,9465.609835217181,"purchased","straight line"
740,"Billy","in repair","hardware",92954.97783541968,9.58744437549815,4978.79319477592,"purchased","straight line"
741,"Anthony","in storage","hardware",13664.39919798813,2.891473095389549,1129.431978365164,"purchased","straight line"
742,"Donald","other","hardware",48511.99299459207,5.300412595844818,8991.740093569368,"purchased","straight line"
743,"Henry","in transit","hardware",30617.068936421165,1.2776388844328337,6249.5944094270635,"purchased","straight line"
744,"Jesse","in use","hardware",97301.75514628057,1.0408410963514074,5221.465601483894,"purchased","straight line"
745,"Patrick","in use","hardware",11508.44332701495,3.469492415910426,5605.1817370054005,"purchased","straight line"
746,"Jeremy","in use","hardware",82142.6965097738,4.589903228014666,3033.100686856007,"purchased","straight line"
747,"Dylan","in storage","hardware",65210.464980913675,8.492028837207386,7376.494045841165,"purchased","straight line"
748,"Frank","in repair","hardware",94651.53833421787,8.717409913826955,8945.227509589797,"purchased","straight line"
749,"Benjamin","in storage","hardware",11014.862707628592,9.085284350640649,6178.7488030812365,"purchased","straight line"
750,"Jeremy","disposed","hardware",4552.501422753219,6.013600304053987,7084.4541476478225,"purchased","straight line"
751,"Alexander","in repair","hardware",95652.34640719883,3.184778997666182,5607.249394742273,"purchased","straight line"
752,"Zachary","other","hardware",55213.08762026664,9.356245774257628,5424.054279675658,"purchased","straight line"
753,"Paul","in transit","hardware",67231.05325219517,6.316849966541039,5678.8603489517245,"purchased","straight line"
754,"Christian","in transit","hardware",74873.89350660148,4.9084873993930405,1076.888152977191,"purchased","straight line"
755,"Jesse","in repair","hardware",94118.00046900832,6.909321943416886,637.4249061702875,"purchased","straight line"
756,"Wayne","disposed","hardware",64960.55011436615,5.722698904959089,7358.15430144088,"purchased","straight line"
757,"Charles","in repair","hardware",75326.87085668664,7.260554708922328,3390.7305659099898,"purchased","straight line"
758,"Donald","in use","hardware",92781.76180989141,8.768694595198006,8221.336524413742,"purchased","straight line"
759,"William","in use","hardware",81552.27718313546,1.8187668414517804,6221.0081554158805,"purchased","straight line"
760,"Benjamin","in repair","hardware",33041.66675160882,2.075712884990409,2088.89989309302,"purchased","straight line"
761,"Joshua","disposed","hardware",81146.11799849689,2.8920355009786936,461.3428862806379,"purchased","straight line"
762,"Edward","in repair","hardware",9354.387941310106,6.831879967952653,8055.070886529753,"purchased","straight line"
763,"Jeffrey","in storage","hardware",84788.20934474698,4.781444195338212,9752.26756481412,"purchased","straight line"
764,"Jacob","in storage","hardware",8177.681157504202,2.7065399852439165,6151.866608511203,"purchased","straight line"
765,"Jason","in transit","hardware",68990.46847516674,7.4242870319317795,2381.612169454721,"purchased","straight line"
766,"Charles","disposed","hardware",56791.344525916946,7.9780487247469125,5046.183524972908,"purchased","straight line"
767,"Matthew","in transit","hardware",11571.602923126768,8.556778651833262,6553.83965771079,"purchased","straight line"
768,"Anthony","in transit","hardware",36500.84437327963,8.614325024500824,9079.720325820188,"purchased","straight line"
769,"David","in storage","hardware",6175.005098915732,5.709627426082867,2865.721018916413,"purchased","straight line"
770,"Jason","other","hardware",79042.2146834647,5.644134882159902,8621.390595147723,"purchased","straight line"
771,"Daniel","in transit","hardware",34735.20494050984,8.834490517061898,6077.329876422611,"purchased","straight line"
772,"Vincent","in repair","hardware",41791.2597575462,3.051748423464567,2212.9136652808124,"purchased","straight line"
773,"Logan","in repair","hardware",13302.923271293366,1.6256719377203512,7923.1139947922975,"purchased","straight line"
774,"David","other","hardware",48759.85315034021,1.2215323610142494,6857.625891092663,"purchased","straight line"
775,"Joe","in storage","hardware",91213.13439223556,4.444778248372352,3425.7941223038147,"purchased","straight line"
776,"Matthew","disposed","hardware",49199.14948303869,5.213340418070505,4451.433856763595,"purchased","straight line"
777,"Gerald","in use","hardware",83624.11454017948,4.476730649602268,6004.028693143317,"purchased","straight line"
778,"Albert","in transit","hardware",37603.52854258811,1.6945565800463247,1468.1234560796552,"purchased","straight line"
779,"Raymond","in transit","hardware",65330.00124725411,9.171969871808713,9401.7462969398,"purchased","straight line"
780,"Gabriel","disposed","hardware",53852.3809527387,7.613537390349935,723.0491473397726,"purchased","straight line"
781,"Johnny","disposed","hardware",58299.67714119967,4.009800404792181,9478.486495008463,"purchased","straight line"
782,"Albert","in repair","hardware",32670.386486140767,3.2303990579062365,787.8937576356582,"purchased","straight line"
783,"Donald","in use","hardware",45079.97528288863,1.428197100129226,1079.007303698024,"purchased","straight line"
784,"Larry","in use","hardware",27492.62804753906,1.3731752293017911,9366.114492249962,"purchased","straight line"
785,"Matthew","other","hardware",44280.39580599112,5.485416100218413,3173.933111555305,"purchased","straight line"
786,"Donald","other","hardware",95656.04155940138,1.562641743124209,6372.787562450395,"purchased","straight line"
787,"Randy","other","hardware",7973.980049413143,1.4816762653225939,6627.472946530353,"purchased","straight line"
788,"Roy","in transit","hardware",1337.1905244226045,9.806576751564728,7020.855023529408,"purchased","straight line"
789,"Bruce","in transit","hardware",40439.68450769986,1.8324557111831612,7998.484184447299,"purchased","straight line"
790,"Kenneth","in repair","hardware",7735.176678821021,3.0922469886186876,9656.107725267011,"purchased","straight line"
791,"Christian","in repair","hardware",5037.194224481734,2.0985513482492957,3960.020648385019,"purchased","straight line"
792,"Tyler","in storage","hardware",27906.539560236444,1.3669899238946432,5450.220576788345,"purchased","straight line"
793,"Thomas","in repair","hardware",62824.24253456526,2.480334100943904,2779.5359577255517,"purchased","straight line"
794,"Eugene","in storage","hardware",96922.91444684847,2.474315190267232,2287.7610120582804,"purchased","straight line"
795,"Jeremy","in use","hardware",27023.754924120247,6.7295699861124,3652.888591644173,"purchased","straight line"
796,"Douglas","other","hardware",73250.96759901047,9.821272156058019,7294.566971957748,"purchased","straight line"
797,"Larry","in repair","hardware",33108.52225618291,9.18451422416219,508.5545967208549,"purchased","straight line"
798,"Joe","in transit","hardware",87573.22221748428,6.605942494982127,6453.464563424378,"purchased","straight line"
799,"Bradley","in use","hardware",30678.401179151384,5.2897722050262805,8176.573673378892,"purchased","straight line"
800,"William","in repair","hardware",69791.43592668432,2.7709278122569305,9778.436068208792,"purchased","straight line"
801,"Daniel","in storage","hardware",62499.74295792699,3.967494552336425,1932.0542328910994,"purchased","straight line"
802,"Andrew","other","hardware",76982.55811124864,5.5249960647760075,9454.545253230912,"purchased","straight line"
803,"Frank","in transit","hardware",90952.9579425642,1.2503134221400476,7842.5505688483645,"purchased","straight line"
804,"Arthur","other","hardware",43456.80727941817,2.815263348099767,4331.175860358219,"purchased","straight line"
805,"Harold","other","hardware",30242.563197060314,2.599061446501246,4833.486304885514,"purchased","straight line"
806,"Michael","in transit","hardware",37436.9909472896,4.75779009759453,1076.095426271967,"purchased","straight line"
807,"Raymond","in use","hardware",56051.34500709947,8.988071383251272,8811.252183865758,"purchased","straight line"
808,"Jerry","in use","hardware",13763.528386452928,9.148381051220122,9551.079652229471,"purchased","straight line"
809,"Dennis","disposed","hardware",88830.67728910808,6.833327235802441,627.0289659290928,"purchased","straight line"
810,"David","in storage","hardware",18436.51050723146,5.3622567997537,3808.5158081402415,"purchased","straight line"
811,"Johnny","disposed","hardware",56522.71647721908,4.837211713942521,6374.842856711155,"purchased","straight line"
812,"Jose","in use","hardware",71651.0478445382,9.338663368415672,8021.9987042284765,"purchased","straight line"
813,"Aaron","disposed","hardware",43236.20181277951,4.068043273827446,6882.658188305419,"purchased","straight line"
814,"Ralph","in use","hardware",62513.96306178354,4.0219193967032645,7751.86159938152,"purchased","straight line"
815,"Juan","other","hardware",67018.74604137546,5.275622147702246,493.5695184332467,"purchased","straight line"
816,"Andrew","disposed","hardware",28624.19028867228,6.601586859257366,8841.82653472864,"purchased","straight line"
817,"John","disposed","hardware",4061.521679535407,9.8031951174236,5561.582467449154,"purchased","straight line"
818,"Joshua","in storage","hardware",52492.26247245113,1.0146873085333339,7628.922343720204,"purchased","straight line"
819,"Frank","in transit","hardware",10047.164857960877,6.787117518643136,1488.834377950694,"purchased","straight line"
820,"Noah","other","hardware",39867.619116918475,7.596742525374034,4818.58029284682,"purchased","straight line"
821,"Noah","in repair","hardware",48953.55129346418,5.037003194545913,7705.90439736165,"purchased","straight line"
822,"Kyle","in transit","hardware",24272.315403447097,1.6155002491134114,6754.747547594505,"purchased","straight line"
823,"Johnny","in storage","hardware",31388.252193017175,8.669202639917696,2877.306468616816,"purchased","straight line"
824,"Jack","in transit","hardware",60071.892550391625,4.858371517752941,2054.2123110673715,"purchased","straight line"
825,"Jack","in repair","hardware",5040.139298124235,3.585076707803894,505.3032974422589,"purchased","straight line"
826,"Christian","in transit","hardware",90886.10662425878,9.274448194305382,9721.41590149867,"purchased","straight line"
827,"Bobby","in storage","hardware",69021.4755448038,2.7667843700374797,5748.732256096927,"purchased","straight line"
828,"Randy","other","hardware",59124.09403805963,7.727103189815469,6616.272844975867,"purchased","straight line"
829,"Logan","in use","hardware",73053.21718652666,9.821598299636076,6933.338425649867,"purchased","straight line"
830,"Larry","in storage","hardware",17650.41159145685,5.439958673533451,2661.0991607332544,"purchased","straight line"
831,"Adam","in use","hardware",81617.81168621207,9.181465682927303,2788.776173698131,"purchased","straight line"
832,"Peter","other","hardware",56255.25873348066,1.9659154436304354,9527.525430134507,"purchased","straight line"
833,"Dylan","in transit","hardware",43989.39469961176,8.038140079132685,6371.913436936267,"purchased","straight line"
834,"Ethan","disposed","hardware",26980.058291917252,6.528964909681005,2414.790078233622,"purchased","straight line"
835,"Jason","in repair","hardware",23090.185856931876,2.7663383765195597,7589.419468783225,"purchased","straight line"
836,"Brian","in transit","hardware",50562.78860309353,8.265429463852104,2035.7495408261361,"purchased","straight line"
837,"Kenneth","in storage","hardware",49035.24074838558,1.6946934749052123,7876.639995597813,"purchased","straight line"
838,"Nicholas","in repair","hardware",89471.71355543619,2.2633156360757267,4227.23332437303,"purchased","straight line"
839,"Joe","disposed","hardware",18571.471355276124,5.589144262548146,8691.753105496886,"purchased","straight line"
840,"Timothy","in repair","hardware",46510.51554263841,3.782842929631192,40.06362918305917,"purchased","straight line"
841,"Joshua","in storage","hardware",40521.66995751834,1.2891704938582231,7731.440277548082,"purchased","straight line"
842,"Alan","in repair","hardware",73440.33171242848,9.904447994536316,3959.4423791464483,"purchased","straight line"
843,"Joshua","in storage","hardware",93189.59752261148,8.723787928174207,1729.5393829752259,"purchased","straight line"
844,"Brian","in storage","hardware",24718.506081499014,5.468346463291462,786.8419930117021,"purchased","straight line"
845,"Thomas","in transit","hardware",30902.023087470974,9.013573362819596,4234.720135836225,"purchased","straight line"
846,"Daniel","in repair","hardware",47834.90768890838,2.0950819726806396,9527.01171095543,"purchased","straight line"
